TAID,Pubchem CID,IUPAC Name,SMILES,Canonical_SMILES,InChIKey,rat_intravenous_LD50
TOX-4345,3604,trimethyl-[6-(trimethylazaniumyl)hexyl]azanium,C[N+](C)(C)CCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCC[N+](C)(C)C,VZJFGSRCJCXDSG-UHFFFAOYSA-N,3.755460707
TOX-4747,5419,"2-(1,2,3,4-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole",c1ccc2c(c1)CCCC2C1=NCCN1,c1ccc2c(c1)CCCC2C1=NCCN1,BYJAVTDNIXVSPW-UHFFFAOYSA-N,3.75758038
TOX-48554,3054461,1-[2-(4-nitroanilino)ethylamino]-3-phenoxypropan-2-ol,O=[N+]([O-])c1ccc(NCCNCC(O)COc2ccccc2)cc1,O=[N+]([O-])c1ccc(NCCNCC(O)COc2ccccc2)cc1,LYGMMRUQUKBNNW-UHFFFAOYSA-N,3.764440953
TOX-66787,9947750,,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,RYZCWZZJFAKYHX-UHFFFAOYSA-N,3.765119392
TOX-17177,36523,N-[1-[[1-[[1-[[1-[[2-[[1-[[1-[2-[(2-amino-2-oxoethyl)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,XLXSAKCOAKORKW-UHFFFAOYSA-N,3.765235692
TOX-70950,1352,5-(3-methylpiperazin-1-yl)sulfonylisoquinoline,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,QGSCXAWTTISKLF-UHFFFAOYSA-N,3.765483773
TOX-1818,2583,"5-[3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-1H-quinolin-2-one",CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,LWAFSWPYPHEXKX-UHFFFAOYSA-N,3.766976172
TOX-43544,47027,2-ethoxypropyl(trimethyl)azanium,CCOC(C)C[N+](C)(C)C,CCOC(C)C[N+](C)(C)C,NTTQMSRKJUBUBR-UHFFFAOYSA-N,3.767167744
TOX-44832,48086,"(2,2-dimethyl-3-morpholin-4-ylpropyl) 2,2-diphenylacetate",CC(C)(COC(=O)C(c1ccccc1)c1ccccc1)CN1CCOCC1,CC(C)(COC(=O)C(c1ccccc1)c1ccccc1)CN1CCOCC1,IAGLOPOKOOHYOH-UHFFFAOYSA-N,3.7672847
TOX-21577,28932,"5,5-diphenyl-2-(2-piperidin-1-ylethyl)-1,3-dioxolan-4-one",O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1,O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1,DXSUDONPFZKWOO-UHFFFAOYSA-N,3.767707354
TOX-4212,5202,3-(2-aminoethyl)-1H-indol-5-ol,NCCc1c[nH]c2ccc(O)cc12,NCCc1c[nH]c2ccc(O)cc12,QZAYGJVTTNCVMB-UHFFFAOYSA-N,3.768931478
TOX-11995,3451,"4-[12-hydroxy-8,21,21-trimethyl-5-(3-methylbut-2-enyl)-8-(4-methylpent-3-enyl)-14,18-dioxo-3,7,20-trioxahexacyclo[15.4.1.02,15.02,19.04,13.06,11]docosa-4(13),5,9,11,15-pentaen-19-yl]-2-methylbut-2-enoic acid",CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,GEZHEQNLKAOMCA-UHFFFAOYSA-N,3.769102509
TOX-3467,3305,(1-hydroxy-1-phosphonoethyl)phosphonic acid,CC(O)(P(=O)(O)O)P(=O)(O)O,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,3.769856094
TOX-60843,146967,"2-(2,6-dimethylanilino)-1,1-dimethylguanidine",Cc1cccc(C)c1NN=C(N)N(C)C,Cc1cccc(C)c1NN=C(N)N(C)C,IRRZFNMHMZYHIW-UHFFFAOYSA-N,3.770416447
TOX-15638,591288,"10,14,16,20-tetramethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-ene-7,13-diol",CC1CCC2C(C)C3C(CC4C5CC=C6CC(O)CCC6(C)C5CC(O)C43C)N2C1,CC1CCC2C(C)C3C(CC4C5CC=C6CC(O)CCC6(C)C5CC(O)C43C)N2C1,AANKDJLVHZQCFG-UHFFFAOYSA-N,3.771530789
TOX-2183,4914,2-(diethylamino)ethyl 4-aminobenzoate,CCN(CC)CCOC(=O)c1ccc(N)cc1,CCN(CC)CCOC(=O)c1ccc(N)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-N,3.771974846
TOX-8396,9276,"17-methoxy-11-methyl-3,5-dioxa-11-azapentacyclo[10.7.1.02,6.08,20.014,19]icosa-1(20),2(6),7,14(19),15,17-hexaen-18-ol",COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3,COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3,LODGIKWNLDQZBM-UHFFFAOYSA-N,3.772006809
TOX-2604,158,7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,XEYBRNLFEZDVAW-UHFFFAOYSA-N,3.772606425
TOX-35757,104403,"5-ethyl-4,4-diphenyl-2,3-dihydropyrrole",CCC1=NCCC1(c1ccccc1)c1ccccc1,CCC1=NCCC1(c1ccccc1)c1ccccc1,ZSZDLICNXAEVQW-UHFFFAOYSA-N,3.773572274
TOX-23064,16229,"8-benzyl-7-[2-[ethyl(2-hydroxyethyl)amino]ethyl]-1,3-dimethylpurine-2,6-dione",CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,VVUYEFBRTFASAH-UHFFFAOYSA-N,3.774413325
TOX-11906,17592,"(3,4,5-trimethylphenyl) N-methylcarbamate",CNC(=O)Oc1cc(C)c(C)c(C)c1,CNC(=O)Oc1cc(C)c(C)c(C)c1,AUQAUAIUNJIIEP-UHFFFAOYSA-N,3.780960535
TOX-15008,21777,N-(3-chloropropyl)-1-phenylpropan-2-amine,CC(Cc1ccccc1)NCCCCl,CC(Cc1ccccc1)NCCCCl,XXVROGAVTTXONC-UHFFFAOYSA-N,3.78172666
TOX-34911,122143,"37,39,41,43,45,47,49-heptamethoxy-5,10,15,20,25,30,35-heptakis(methoxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,38,40,42,44,46,48-heptol",COCC1OC2OC3C(COC)OC(OC4C(COC)OC(OC5C(COC)OC(OC6C(COC)OC(OC7C(COC)OC(OC8C(COC)OC(OC1C(O)C2OC)C(OC)C8O)C(OC)C7O)C(OC)C6O)C(OC)C5O)C(OC)C4O)C(OC)C3O,COCC1OC2OC3C(COC)OC(OC4C(COC)OC(OC5C(COC)OC(OC6C(COC)OC(OC7C(COC)OC(OC8C(COC)OC(OC1C(O)C2OC)C(OC)C8O)C(OC)C7O)C(OC)C6O)C(OC)C5O)C(OC)C4O)C(OC)C3O,QGKBSGBYSPTPKJ-UHFFFAOYSA-N,3.781874455
TOX-38229,42193,N-[1-(benzylamino)-3-[4-[2-(dimethylamino)ethoxy]phenyl]-1-oxopropan-2-yl]benzamide,CN(C)CCOc1ccc(CC(NC(=O)c2ccccc2)C(=O)NCc2ccccc2)cc1,CN(C)CCOc1ccc(CC(NC(=O)c2ccccc2)C(=O)NCc2ccccc2)cc1,JOBYHDSHMVTOBW-UHFFFAOYSA-N,3.782031305
TOX-74830,426756,"azanide;cyclobutane-1,1-dicarboxylic acid;platinum(2+)",N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,VSRXQHXAPYXROS-UHFFFAOYSA-N,3.782684392
TOX-2496,2444,"2-[(4-bromophenyl)-phenylmethoxy]-N,N-dimethylethanamine",CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,NUNIWXHYABYXKF-UHFFFAOYSA-N,3.783717822
TOX-41457,3047373,"1-[2-(3,4-dimethoxyphenyl)ethylamino]-3-phenoxypropan-2-ol",COc1ccc(CCNCC(O)COc2ccccc2)cc1OC,COc1ccc(CCNCC(O)COc2ccccc2)cc1OC,SUYWLUKAHMBOQE-UHFFFAOYSA-N,3.78797447
TOX-73621,93054,"[11-ethyl-8,16-dihydroxy-6-methoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] acetate",CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6OC(C)=O,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6OC(C)=O,ZEBMMHUDQRRILP-UHFFFAOYSA-N,3.789491851
TOX-2769,3823,"1-[4-[4-[[2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,3.790955788
TOX-44350,47544,"1-[2-(2-methyl-1,3-benzodioxol-2-yl)ethyl]piperidine",CC1(CCN2CCCCC2)Oc2ccccc2O1,CC1(CCN2CCCCC2)Oc2ccccc2O1,YNMUGCMKVZHWQX-UHFFFAOYSA-N,3.791230853
TOX-20341,27857,"5-[3-(dimethylamino)propyl]-8-nitrobenzo[b][1,4]benzoxazepin-6-one",CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,CGYWLLGTCBIGSR-UHFFFAOYSA-N,3.792858846
TOX-54265,3060392,4-(1-methyl-4-phenylpiperidin-4-yl)oxyaniline,CN1CCC(Oc2ccc(N)cc2)(c2ccccc2)CC1,CN1CCC(Oc2ccc(N)cc2)(c2ccccc2)CC1,GNVZOTBLCYEIRW-UHFFFAOYSA-N,3.797632186
TOX-8541,120321,bis(methylsulfanyl)phosphorylsulfanylmethane,CSP(=O)(SC)SC,CSP(=O)(SC)SC,LDMSZRWIHYAPSV-UHFFFAOYSA-N,3.797680628
TOX-24817,78393619,"7-azido-9-methoxy-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline",COc1ccc2c3c1OC1C([N-][N+]#N)CCC4C(C2)N(C)CCC341,COc1ccc2c3c1OC1C([N-][N+]#N)CCC4C(C2)N(C)CCC341,HHODTHJTFYCYHK-UHFFFAOYSA-N,3.797746806
TOX-3939,4168,4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,3.802760491
TOX-24770,211336,3-(4-tert-butylphenyl)-1-[2-[2-(diethylamino)ethoxy]phenyl]propan-1-one,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C(C)(C)C)cc1,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C(C)(C)C)cc1,NQNPGYMRXIDNHE-UHFFFAOYSA-N,3.80341159
TOX-1579,2353,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N,3.805416769
TOX-72968,71124,[4-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-3-[[2-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-5-(2-methylpropanoyloxy)pent-2-en-3-yl]disulfanyl]pent-3-enyl] 2-methylpropanoate,CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,CKHJPWQVLKHBIH-UHFFFAOYSA-N,3.80550333
TOX-9061,13334,2-amino-3-[4-[4-[bis(2-chloroethyl)amino]phenoxy]phenyl]propanoic acid,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,IDJLCKJFVNGXOP-UHFFFAOYSA-N,3.806729062
TOX-38233,42213,N-[1-(butylamino)-3-[4-[3-(4-methylpiperazin-1-yl)propoxy]phenyl]-1-oxopropan-2-yl]-4-chlorobenzamide,CCCCNC(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1,CCCCNC(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1,XOXCNBFVXCRYGV-UHFFFAOYSA-N,3.808799877
TOX-77657,76112224,"methyl 5-[5-hydroxy-6-(3-hydroxyoct-1-enyl)-1,3a,4,5,6,6a-hexahydropentalen-2-yl]pentanoate",CCCCCC(O)C=CC1C(O)CC2C=C(CCCCC(=O)OC)CC21,CCCCCC(O)C=CC1C(O)CC2C=C(CCCCC(=O)OC)CC21,QIGRQPVOWVHYBT-UHFFFAOYSA-N,3.809680062
TOX-4165,2681,hexadecyl(trimethyl)azanium,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,RLGQACBPNDBWTB-UHFFFAOYSA-N,3.810708966
TOX-16606,201925,methyl 3-[1-(4-fluorophenyl)ethyl]imidazole-4-carboxylate,COC(=O)c1cncn1C(C)c1ccc(F)cc1,COC(=O)c1cncn1C(C)c1ccc(F)cc1,GGWGCYVYFWXYJK-UHFFFAOYSA-N,3.815117906
TOX-10308,15387,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,DKMFBWQBDIGMHM-UHFFFAOYSA-N,3.818483226
TOX-14979,71636,1-[2-[(2-chlorophenyl)-phenylmethoxy]ethyl]-4-[(2-methylphenyl)methyl]piperazine,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,VEVSKUJZSMGTMM-UHFFFAOYSA-N,3.818956303
TOX-2592,3025,2-butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,PUFQVTATUTYEAL-UHFFFAOYSA-N,3.819886731
TOX-24566,31435,bis(methylsulfanyl)phosphoryloxymethane,COP(=O)(SC)SC,COP(=O)(SC)SC,NIJIQSOYZWDHAQ-UHFFFAOYSA-N,3.821087541
TOX-3134,41987,"3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-3-ylprop-2-en-1-amine",CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,OYPPVKRFBIWMSX-UHFFFAOYSA-N,3.82145651
TOX-3437,3100,"2-benzhydryloxy-N,N-dimethylethanamine",CN(C)CCOC(c1ccccc1)c1ccccc1,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,3.823495903
TOX-40999,2377,4-(2-benzylphenoxy)-N-methylbutan-1-amine,CNCCCCOc1ccccc1Cc1ccccc1,CNCCCCOc1ccccc1Cc1ccccc1,QSQQPMHPCBLLGX-UHFFFAOYSA-N,3.823996881
TOX-52630,166470,"2-methyl-3-(piperidin-1-ylmethyl)naphthalene-1,4-dione",CC1=C(CN2CCCCC2)C(=O)c2ccccc2C1=O,CC1=C(CN2CCCCC2)C(=O)c2ccccc2C1=O,CXUJOSXLNLGXDW-UHFFFAOYSA-N,3.828247314
TOX-11920,17604,2-[(2-chlorophenyl)methylidene]propanedinitrile,N#CC(C#N)=Cc1ccccc1Cl,N#CC(C#N)=Cc1ccccc1Cl,JJNZXLAFIPKXIG-UHFFFAOYSA-N,3.828422802
TOX-72824,18484,"4-(3,4,6,7,8,8a-hexahydro-1H-pyrrolo[1,2-a]pyrazin-2-yl)-1-(4-fluorophenyl)butan-1-one",O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,PQLYZHNINGGVMB-UHFFFAOYSA-N,3.829501237
TOX-24344,211042,"2,6-dibromo-4-[1-hydroxy-2-(4-phenylbutan-2-ylamino)propyl]phenol",CC(CCc1ccccc1)NC(C)C(O)c1cc(Br)c(O)c(Br)c1,CC(CCc1ccccc1)NC(C)C(O)c1cc(Br)c(O)c(Br)c1,KTYMXCPLIGIUFG-UHFFFAOYSA-N,3.829523252
TOX-53155,3059177,,COc1ccc(CC(C)NCC(O)COc2ccccc2)cc1OC,COc1ccc(CC(C)NCC(O)COc2ccccc2)cc1OC,MNPIRCKPFGRQAS-UHFFFAOYSA-N,3.830801192
TOX-31252,215832,2-[(3-methyl-2-bicyclo[2.2.1]heptanyl)methylamino]ethyl 4-nitrobenzoate,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc([N+](=O)[O-])cc1,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc([N+](=O)[O-])cc1,WVBSJUJHYABFCD-UHFFFAOYSA-N,3.831464935
TOX-14136,78265,"N,N-dimethyl-4-phenyl-4-[4-(trifluoromethyl)phenyl]but-3-en-1-amine",CN(C)CCC=C(c1ccccc1)c1ccc(C(F)(F)F)cc1,CN(C)CCC=C(c1ccccc1)c1ccc(C(F)(F)F)cc1,ZWADQKBIAKHZFT-UHFFFAOYSA-N,3.83219626
TOX-7589,13736,(7-aminophenothiazin-3-ylidene)-dimethylazanium,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,HMYISFASHDWPMO-UHFFFAOYSA-O,3.832268414
TOX-24769,211334,1-[2-[2-(diethylamino)ethoxy]phenyl]-3-(4-ethylphenyl)propan-1-one,CCc1ccc(CCC(=O)c2ccccc2OCCN(CC)CC)cc1,CCc1ccc(CCC(=O)c2ccccc2OCCN(CC)CC)cc1,JXJQNGBXLWWQSM-UHFFFAOYSA-N,3.832393446
TOX-43717,68832,"12-chloro-9-(2-chlorophenyl)-2,4,5,8,11-pentazatricyclo[8.4.0.02,6]tetradeca-1(10),3,5,8,11,13-hexaene",Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,FOWABKOXWTZAKY-UHFFFAOYSA-N,3.833006394
TOX-4791,27901,1-methyl-N-phenyl-N-(thiophen-2-ylmethyl)piperidin-4-amine,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,KLOHYVOVXOUKQI-UHFFFAOYSA-N,3.833790439
TOX-1994,3467,"2-[4,6-diamino-3-[3-amino-6-[1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,3.833969006
TOX-47950,4741,"[2-[2-[2-[[6-amino-2-[3-amino-1-[(2,3-diamino-3-oxopropyl)amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[[3-hydroxy-5-[[3-hydroxy-1-oxo-1-[2-[4-[4-[3-(1-phenylethylamino)propylcarbamoyl]-1,3-thiazol-2-yl]-1,3-thiazol-2-yl]ethylamino]butan-2-yl]amino]-4-methyl-5-oxopentan-2-yl]amino]-1-(1H-imidazol-5-yl)-3-oxopropoxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl] carbamate",Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNC(C)c3ccccc3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNC(C)c3ccccc3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,QIMGFXOHTOXMQP-UHFFFAOYSA-N,3.835945279
TOX-35166,48084,2-morpholin-4-ylethyl 2-cyclohexyl-2-phenylacetate,O=C(OCCN1CCOCC1)C(c1ccccc1)C1CCCCC1,O=C(OCCN1CCOCC1)C(c1ccccc1)C1CCCCC1,LTQNGVKSCYZOJZ-UHFFFAOYSA-N,3.839184648
TOX-41992,114322,N-[3-(2-chlorophenothiazin-10-yl)propyl]-N-methylcyclopentanamine,CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1CCCC1,CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1CCCC1,DBNRFXHGOGINSU-UHFFFAOYSA-N,3.839274319
TOX-38738,3044949,"1-(4-fluorophenyl)-4-(8-methyl-1,3,4,4a,5,9b-hexahydropyrido[4,3-b]indol-2-yl)butan-1-one",Cc1ccc2c(c1)C1CN(CCCC(=O)c3ccc(F)cc3)CCC1N2,Cc1ccc2c(c1)C1CN(CCCC(=O)c3ccc(F)cc3)CCC1N2,RKRCSBVUHKDOLG-UHFFFAOYSA-N,3.839531035
TOX-2283,418931,"[6-[3-acetyloxy-4-(dimethylamino)-6-methyloxan-2-yl]oxy-8-(5-acetyloxy-4-methoxy-6-methyloxan-2-yl)oxy-5,7,9,12,13,15-hexamethyl-10,16-dioxo-1,11-dioxaspiro[2.13]hexadecan-14-yl] acetate",COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,LQCLVBQBTUVCEQ-UHFFFAOYSA-N,3.842427339
TOX-54540,51856,S-[[4-(acetylsulfanylmethyl)-5-hydroxy-6-methylpyridin-3-yl]methyl] ethanethioate,CC(=O)SCc1cnc(C)c(O)c1CSC(C)=O,CC(=O)SCc1cnc(C)c(O)c1CSC(C)=O,ARDUHCGSOAFUTR-UHFFFAOYSA-N,3.842654895
TOX-48763,51370,"23-(dimethylamino)-4,8,12,22,24-pentahydroxy-10-methoxy-1,12-dimethyl-20,25-dioxahexacyclo[19.3.1.02,19.05,18.07,16.09,14]pentacosa-2,4,7(16),8,14,18-hexaene-6,17-dione",COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,LWYJUZBXGAFFLP-UHFFFAOYSA-N,3.844900005
TOX-7767,68097,2-(diethylamino)ethyl 4-amino-2-hydroxybenzoate,CCN(CC)CCOC(=O)c1ccc(N)cc1O,CCN(CC)CCOC(=O)c1ccc(N)cc1O,GHSCYMOJHVOGDJ-UHFFFAOYSA-N,3.845638848
TOX-3924,3750,"(10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl) 4-piperidin-1-ylpiperidine-1-carboxylate",CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,UWKQSNNFCGGAFS-UHFFFAOYSA-N,3.846201668
TOX-69732,3025060,4-(dimethylamino)-2-phenyl-2-pyridin-2-ylpentanamide,CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C,CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C,BWNLUIXQIHPUGO-UHFFFAOYSA-N,3.847003517
TOX-21007,419046,"18-methoxy-15-methyl-5,7,12-trioxa-15-azapentacyclo[11.7.0.01,16.02,10.04,8]icosa-2,4(8),9,19-tetraen-11-ol",COC1C=CC23c4cc5c(cc4C(O)OC2CN(C)C3C1)OCO5,COC1C=CC23c4cc5c(cc4C(O)OC2CN(C)C3C1)OCO5,KLJOYDMUWKSYBP-UHFFFAOYSA-N,3.848212709
